Episode Three,Key,Value,Order 
Sen6,"Sen: Mal, be careful, it's been years since you went rogue. You could pull out your back.",47
Mallurian7,"Mallurian: I dunno Sen, with a confidence shot in the arm of that magnitude it's bound to be a success! It doesn't matter anyway, we need this.",48
Sen7,"Sen: No, maybe we don't. I wasn't sure if I told you, there are other options. I may have some new... ways.",49
Mallurian8,"Mallurian: Like what? Magic? HAHAHAHAHAHAAHAHAHAHAHAHAHAHAHA. Sorry.",50
Sen8,"Sen: Well actual-",51
Mallurian9,"Mallurian: HAHAHAHAHAHAHA, still funny, ok, listen. I need you to go around the back and lookout for me. Just watch and make sure no reinforcements are coming back.",52
Mallurian10,"Mallurian: I'll go in and pose as one of the newer members of the group. Whenever I get a chance I'll be snatching up gold bars until I have the full 99.",53
Sen9,"Sen: Right, max quantity.",54
Mallurian11,"Mallurian: Right, remember the time you tried to buy another healing potion when you had 99 already?",55
Sen10,"Sen: Yeah, I should've drank one before shopping in there. Head wasn't on right.",56
Mallurian12,"Mallurian: Alright, enough chattin', I'm off...",57
Sen11,"Sen: I'd better get closer in case he needs my help.",58
Callous6,"Callous: Wait, some gold is missing, and you on the left!",59
Callous7,"Callous:Who are you? I don't remember you being a recruit, but you are familiar.",60
Mallurian13,"Mallurian:Who I am is not as important as who I am not. And who I am not is an impostor who came here and stole your gold. To clarify again: I am an impostor who stole your gold... wait.",61
Sen12,"Sen:MAL! GET OUT OF THERE ALREADY! LUMEN!",62
Callous8,"Callous:That was... Mallurian. My my, I was worried I would never get another chance to kill him. Maybe I'll have to become an optimist now? Heahill... that's the only town close enough...",63
Callous9,"Callous:Aviator, make preparations we're going on a field trip.",64
Sen13,"Sen:Ready?",65
Cressa10,"Cressa: ...",66
Lucca5,"Lucca: nnnooo...",67
SenenleFlash1,"Mom: Lucca, remember when I said that if our rage controls us we relinquish all power to the one who provokes us?",68
SenenleFlash2,"Mom: Also you didn't drink your green potion. It tastes just like the blue potion and you like the blue potion! You can't just drink ONE type of potion your whole life Lucca!",69
